age,income,land_area,rainfall_last_year,market_price,upi_usage_score,crop_type_rice,crop_type_sugarcane,crop_type_wheat,Loan_Eligible
61,13260,1.03,463,1214,0.01,0,0,1,0
57,24420,0.75,595,1149,0.14,1,0,0,0
32,33251,2.17,954,1578,0.95,0,0,1,1
32,21439,0.69,458,1164,0.14,0,0,1,0
51,47647,4.99,1093,2129,0.87,1,0,0,1
60,42914,4.85,914,1852,0.89,0,1,0,1
64,54855,2.04,1094,2250,0.97,1,0,0,1
27,49432,3.6,1024,2117,0.9,0,1,0,1
36,12169,0.78,432,1578,0.07,1,0,0,0
29,11554,1.33,386,1521,0.47,0,1,0,0
45,31699,4.81,1127,1794,0.99,1,0,0,1
30,32307,2.27,951,2102,0.82,1,0,0,1
27,10999,1.07,536,1483,0.07,0,0,1,0
27,54354,4.35,1099,1928,0.91,0,0,1,1
55,42460,4.05,969,1910,0.84,0,1,0,1
33,17808,1.29,528,1043,0.18,0,0,1,0
25,14308,1.25,440,1188,0.35,1,0,0,0
34,11227,1.15,414,1439,0.4,0,0,1,0
27,20804,1.31,516,1184,0.15,0,1,0,0
58,55700,2.99,1149,2044,0.96,1,0,0,1
64,20993,0.83,315,1564,0.25,0,0,1,0
31,24964,0.61,585,1175,0.11,0,1,0,0
62,13014,1.37,316,1380,0.29,0,1,0,0
43,33947,4.4,896,2233,0.7,0,1,0,1
44,22794,1.5,330,1586,0.02,0,1,0,0
27,59461,2.68,1134,1912,0.95,0,1,0,1
54,12373,1.03,577,1113,0.12,0,0,1,0
44,37038,4.6,1151,2097,0.96,0,1,0,1
34,11035,0.54,361,1102,0.2,0,0,1,0
56,10728,1.39,345,1389,0.0,0,0,1,0
36,17304,0.31,456,1130,0.35,1,0,0,0
61,22152,0.58,588,1219,0.32,0,0,1,0
27,14112,0.89,340,1371,0.04,1,0,0,0
37,23255,1.16,344,1518,0.33,0,1,0,0
47,46422,2.3,803,1884,0.8,1,0,0,1
27,21401,0.28,407,1067,0.34,0,1,0,0
42,49388,4.12,1145,2066,0.77,1,0,0,1
44,49962,3.42,984,1694,0.72,1,0,0,1
53,54251,2.02,814,1509,0.89,1,0,0,1
44,50170,3.58,898,2081,0.86,0,0,1,1
56,20651,1.11,342,1044,0.47,0,0,1,0
24,17999,0.53,351,1398,0.34,1,0,0,0
45,49558,4.17,806,1663,0.81,0,1,0,1
29,22427,1.12,426,1019,0.12,1,0,0,0
31,18403,0.18,506,1027,0.5,1,0,0,0
32,20560,1.07,399,1374,0.12,0,1,0,0
46,21139,0.19,400,1218,0.18,0,1,0,0
40,58309,4.93,1035,1628,0.78,1,0,0,1
26,19834,0.91,456,1552,0.36,0,0,1,0
44,14717,1.31,370,1523,0.38,1,0,0,0
27,32302,2.97,906,1957,0.78,1,0,0,1
55,19279,0.83,506,1529,0.39,1,0,0,0
30,23313,1.16,333,1450,0.49,1,0,0,0
28,22343,0.46,421,1597,0.36,0,1,0,0
45,58400,3.22,961,1669,0.8,1,0,0,1
55,16847,1.15,453,1387,0.39,0,1,0,0
32,35888,2.39,1192,1925,0.92,0,1,0,1
47,52020,4.35,817,2087,0.84,0,0,1,1
45,18688,0.92,500,1402,0.42,0,0,1,0
18,15592,0.39,391,1443,0.22,0,1,0,0
21,57379,3.64,1073,2208,0.99,0,1,0,1
23,15467,0.16,361,1024,0.46,0,1,0,0
19,39148,2.84,1004,2434,0.79,0,1,0,1
18,11958,0.45,305,1377,0.43,1,0,0,0
37,14859,1.01,440,1490,0.3,0,0,1,0
40,47641,4.65,1125,1586,0.77,0,0,1,1
33,45489,3.82,1027,2385,0.7,1,0,0,1
20,50350,3.75,1048,1656,0.74,0,1,0,1
32,57249,2.41,899,1858,0.72,0,0,1,1
18,17702,1.02,484,1214,0.34,1,0,0,0
36,24508,0.25,534,1353,0.05,0,1,0,0
18,47199,3.34,989,1851,0.81,0,0,1,1
39,15971,1.21,457,1348,0.2,0,1,0,0
49,17230,1.12,404,1001,0.42,0,1,0,0
40,15997,0.85,385,1313,0.29,1,0,0,0
24,16830,0.48,540,1126,0.19,0,1,0,0
32,21264,0.3,409,1316,0.19,0,0,1,0
27,12184,1.43,391,1458,0.06,1,0,0,0
59,15668,1.03,540,1409,0.15,0,1,0,0
43,20083,0.97,448,1185,0.34,1,0,0,0
33,40523,3.82,899,1645,0.89,1,0,0,1
62,40071,2.04,1018,1510,0.85,0,0,1,1
51,41818,2.9,900,1736,0.76,1,0,0,1
19,13384,0.92,566,1205,0.31,0,0,1,0
48,41962,3.63,823,1538,0.99,1,0,0,1
38,41494,4.97,1028,1574,1.0,0,0,1,1
62,35576,3.26,1020,2425,0.81,0,1,0,1
53,12799,0.46,411,1553,0.04,0,1,0,0
51,11485,1.17,515,1542,0.12,0,1,0,0
28,48287,2.98,806,2497,0.88,0,0,1,1
38,53879,2.86,841,2005,0.89,0,0,1,1
36,24135,0.79,322,1551,0.23,0,0,1,0
27,18097,0.99,441,1261,0.5,1,0,0,0
55,20315,0.22,463,1522,0.38,0,1,0,0
48,30740,3.86,818,1913,0.78,0,0,1,1
52,33290,4.94,909,1657,0.72,0,1,0,1
62,11412,0.64,592,1065,0.25,0,1,0,0
43,31295,4.82,1020,2476,0.71,0,1,0,1
31,31478,2.91,844,1859,0.94,0,1,0,1
39,15979,1.34,564,1540,0.23,1,0,0,0
30,21960,0.78,597,1299,0.02,0,0,1,0
24,11605,1.42,382,1241,0.04,1,0,0,0
32,20919,0.18,454,1503,0.07,1,0,0,0
30,43207,4.77,945,2441,0.77,0,0,1,1
34,18764,0.82,399,1439,0.38,0,1,0,0
22,41770,3.02,882,2374,0.91,0,1,0,1
54,14551,0.59,330,1443,0.18,0,0,1,0
28,46141,4.82,1169,1897,0.71,0,1,0,1
51,23116,0.54,521,1485,0.36,0,1,0,0
57,14450,0.17,515,1322,0.01,0,0,1,0
48,58414,2.8,863,1601,0.93,0,1,0,1
31,45163,4.54,1028,1702,0.88,0,1,0,1
31,32099,4.46,1163,2297,0.72,0,0,1,1
49,23234,0.91,450,1453,0.27,0,0,1,0
53,16102,0.96,435,1583,0.19,0,0,1,0
61,16987,1.25,567,1456,0.14,1,0,0,0
57,39425,2.8,853,2109,0.9,0,1,0,1
31,22488,0.27,582,1441,0.47,0,0,1,0
56,10161,1.0,553,1390,0.31,0,0,1,0
43,37537,2.35,944,1880,0.75,1,0,0,1
62,16556,0.79,548,1000,0.05,0,1,0,0
31,57629,4.32,1020,2221,0.93,0,1,0,1
23,12155,0.61,318,1495,0.41,0,0,1,0
62,11926,1.17,316,1114,0.06,1,0,0,0
45,18560,1.06,481,1441,0.11,0,0,1,0
63,13416,0.92,592,1184,0.18,0,0,1,0
63,14937,0.92,351,1122,0.04,0,1,0,0
18,13513,0.47,479,1127,0.1,1,0,0,0
48,41973,2.89,817,1864,0.87,0,0,1,1
40,38274,3.29,830,2071,0.81,1,0,0,1
64,55054,3.12,1062,1544,0.97,1,0,0,1
31,30819,2.35,1162,1904,1.0,1,0,0,1
60,23570,0.97,438,1181,0.43,0,1,0,0
25,44396,4.44,1092,2363,0.99,1,0,0,1
41,51610,4.19,941,2491,0.81,0,0,1,1
22,16518,0.77,452,1049,0.18,1,0,0,0
63,33145,3.42,886,2316,0.76,1,0,0,1
47,16702,0.41,307,1247,0.47,1,0,0,0
19,52252,2.34,847,2389,0.77,0,1,0,1
23,53008,4.36,870,2461,0.86,0,1,0,1
31,13448,1.49,338,1350,0.11,1,0,0,0
22,19564,0.54,344,1180,0.33,1,0,0,0
47,14225,1.45,497,1467,0.38,1,0,0,0
40,55151,3.19,939,1623,0.74,0,0,1,1
19,53447,3.07,1145,1908,0.83,0,1,0,1
48,34216,2.56,979,1639,0.96,0,0,1,1
49,44641,2.44,1099,1679,0.94,1,0,0,1
40,59589,3.42,851,2029,0.71,1,0,0,1
52,31089,3.47,861,1984,1.0,1,0,0,1
19,10828,0.9,346,1364,0.1,1,0,0,0
61,44861,2.42,914,2284,0.9,0,1,0,1
25,14208,0.98,476,1068,0.48,0,1,0,0
62,20066,0.66,303,1273,0.49,0,0,1,0
46,22621,1.32,427,1591,0.45,0,0,1,0
60,20135,0.2,577,1449,0.11,0,0,1,0
39,44550,2.5,922,2300,0.97,1,0,0,1
39,14969,1.26,578,1259,0.32,0,0,1,0
62,30308,4.32,1160,1952,0.95,0,0,1,1
37,12188,0.58,302,1166,0.06,0,0,1,0
60,38792,3.49,825,1739,0.83,0,1,0,1
43,19552,0.25,329,1401,0.38,1,0,0,0
41,45629,3.83,927,2078,0.78,0,1,0,1
61,33755,3.78,1073,2420,0.91,0,0,1,1
43,21445,0.83,343,1396,0.34,1,0,0,0
63,16284,0.92,429,1482,0.08,1,0,0,0
26,18099,1.11,470,1481,0.12,1,0,0,0
62,16976,0.16,423,1351,0.01,0,0,1,0
45,10653,0.92,481,1349,0.14,1,0,0,0
47,42408,2.95,1060,2209,0.72,1,0,0,1
19,58006,2.62,1058,1838,0.99,0,1,0,1
23,33276,3.92,846,2414,0.8,1,0,0,1
61,36583,2.98,940,1809,0.85,1,0,0,1
43,38322,3.4,806,1941,0.76,1,0,0,1
20,10987,1.49,550,1090,0.41,0,0,1,0
22,41200,4.34,962,1801,0.85,0,0,1,1
30,13334,1.34,456,1149,0.03,0,1,0,0
55,39560,2.53,845,2060,0.73,0,0,1,1
28,16872,0.92,453,1153,0.32,1,0,0,0
64,31680,3.06,974,1765,0.84,0,0,1,1
44,19009,0.81,489,1065,0.39,0,1,0,0
26,11913,0.29,504,1108,0.0,0,1,0,0
54,31924,2.03,1130,2170,0.8,0,1,0,1
50,44608,4.86,984,1595,0.78,1,0,0,1
48,13019,0.97,475,1068,0.08,1,0,0,0
46,21338,1.06,433,1233,0.36,0,1,0,0
31,38032,4.97,1016,1939,0.94,1,0,0,1
39,19939,0.89,425,1516,0.26,1,0,0,0
39,12451,1.04,570,1201,0.21,0,1,0,0
41,18185,1.38,367,1534,0.01,0,0,1,0
34,24910,0.61,413,1517,0.38,0,0,1,0
32,57643,2.21,893,2430,0.75,0,0,1,1
55,42542,2.55,969,2073,0.92,0,0,1,1
45,16290,0.68,349,1283,0.47,0,0,1,0
33,16412,0.8,476,1331,0.26,1,0,0,0
40,24983,1.47,383,1238,0.06,0,0,1,0
43,34001,2.37,1040,2103,0.95,0,1,0,1
18,48430,3.86,827,1705,0.89,0,0,1,1
30,53918,2.23,1059,1665,0.84,1,0,0,1
24,42721,3.73,1071,1971,0.96,0,0,1,1
55,16746,0.27,398,1471,0.01,0,1,0,0
46,42498,3.93,816,2230,0.94,0,0,1,1
30,56183,2.91,906,1797,0.95,0,0,1,1
20,47951,2.88,885,1653,0.93,0,1,0,1
43,38406,2.04,1121,2111,0.86,0,1,0,1
53,14230,0.8,542,1379,0.05,0,0,1,0
49,16098,1.27,420,1033,0.1,0,1,0,0
44,33499,3.47,917,1698,0.78,1,0,0,1
32,49133,4.43,941,1833,0.89,0,0,1,1
59,34316,3.4,1062,1894,0.87,0,1,0,1
58,59716,3.98,967,1941,0.99,1,0,0,1
39,51863,2.87,875,1851,0.95,0,0,1,1
63,40476,2.91,1137,2019,0.99,0,1,0,1
39,13336,1.01,485,1174,0.28,0,1,0,0
54,51893,3.89,964,1607,0.71,0,0,1,1
29,11016,0.75,512,1271,0.26,1,0,0,0
63,47959,4.46,1025,1688,0.92,0,0,1,1
43,44213,2.54,883,1664,0.71,0,0,1,1
43,39544,2.06,1064,1736,0.88,0,1,0,1
18,20860,0.98,309,1559,0.06,0,1,0,0
41,55815,3.09,1138,1559,0.78,0,0,1,1
56,20129,0.29,329,1312,0.31,0,1,0,0
46,58171,3.81,1142,2180,0.82,0,0,1,1
47,34840,3.57,859,2024,0.97,1,0,0,1
38,11064,0.12,581,1392,0.1,0,1,0,0
53,19803,0.76,312,1421,0.3,0,1,0,0
48,20464,0.28,566,1420,0.18,1,0,0,0
22,41197,3.31,1033,1525,0.73,0,0,1,1
40,17877,1.29,390,1081,0.45,0,1,0,0
46,56733,4.7,821,2330,0.96,0,1,0,1
19,22784,0.19,480,1469,0.25,0,0,1,0
38,37865,4.2,1138,2473,0.71,0,1,0,1
45,20539,0.66,541,1084,0.21,0,1,0,0
27,10628,1.04,458,1376,0.35,1,0,0,0
22,13195,1.32,444,1190,0.44,1,0,0,0
33,38705,2.87,961,2009,0.83,1,0,0,1
53,38902,4.31,866,1646,0.87,1,0,0,1
40,55412,2.69,848,1516,0.8,1,0,0,1
27,17530,0.68,476,1316,0.2,1,0,0,0
61,56539,4.73,959,1951,0.77,0,0,1,1
19,58955,3.46,914,2375,0.98,1,0,0,1
62,13517,0.78,524,1499,0.17,0,1,0,0
38,16320,0.29,487,1176,0.16,0,1,0,0
57,48937,4.42,831,1967,0.82,1,0,0,1
33,53524,3.25,1121,1659,0.91,1,0,0,1
57,24971,0.34,574,1572,0.41,1,0,0,0
37,53002,4.83,1199,2214,1.0,0,0,1,1
37,44852,2.6,1164,1778,0.8,0,1,0,1
27,34196,4.53,1152,2286,0.98,1,0,0,1
61,22248,0.16,336,1283,0.37,0,1,0,0
37,31903,3.82,1107,2340,0.8,0,1,0,1
29,43288,2.81,946,2070,0.88,0,1,0,1
54,31319,3.92,1151,2013,0.9,0,1,0,1
61,24370,1.09,460,1345,0.13,1,0,0,0
55,35831,2.41,815,2341,0.81,1,0,0,1
19,17623,0.41,404,1191,0.47,1,0,0,0
36,16844,0.16,564,1425,0.08,1,0,0,0
50,52719,2.58,812,1783,0.88,0,1,0,1
53,14222,0.17,476,1286,0.34,1,0,0,0
25,42995,2.29,864,2219,0.81,1,0,0,1
48,11807,1.36,330,1096,0.29,0,1,0,0
35,18414,1.23,338,1518,0.14,1,0,0,0
32,21392,0.22,486,1036,0.42,1,0,0,0
64,50939,2.39,903,1940,0.79,0,1,0,1
44,12933,0.16,327,1594,0.5,1,0,0,0
49,55758,4.54,856,1727,0.88,0,0,1,1
22,56098,4.43,1061,2304,0.72,1,0,0,1
62,20632,1.4,492,1075,0.4,0,1,0,0
39,34312,3.68,835,1760,0.71,0,1,0,1
33,56745,3.36,939,2463,0.76,0,1,0,1
25,45369,2.04,1190,1709,0.72,1,0,0,1
22,20065,1.27,420,1194,0.41,0,0,1,0
20,13017,0.33,404,1391,0.47,0,1,0,0
40,43515,4.62,965,2084,0.96,0,0,1,1
48,19375,0.7,568,1349,0.23,0,1,0,0
21,20667,0.94,511,1247,0.39,0,0,1,0
46,40729,4.44,1094,2254,0.77,1,0,0,1
62,51535,2.53,975,1502,0.89,1,0,0,1
60,11470,0.39,357,1295,0.44,0,0,1,0
33,37925,3.79,834,1849,0.8,0,0,1,1
20,47173,4.28,865,2039,0.94,0,1,0,1
38,31367,2.38,974,2243,0.82,0,0,1,1
50,18029,1.17,415,1184,0.4,0,1,0,0
18,38886,4.64,829,1730,0.98,0,1,0,1
57,17858,0.64,461,1420,0.08,1,0,0,0
38,18873,0.31,355,1028,0.11,0,1,0,0
35,45564,3.81,928,1714,0.76,1,0,0,1
45,11967,1.11,462,1454,0.06,0,1,0,0
61,20388,0.59,350,1163,0.24,0,0,1,0
58,47336,2.82,876,1554,0.85,1,0,0,1
52,14601,0.74,408,1461,0.42,0,0,1,0
36,11649,1.37,356,1408,0.49,0,1,0,0
45,47729,3.45,845,1879,0.71,0,0,1,1
32,34289,3.63,959,2279,0.83,0,0,1,1
22,36953,4.18,1000,2240,0.81,0,0,1,1
41,58707,4.78,866,1824,0.92,1,0,0,1
47,56360,4.88,903,1535,0.77,0,0,1,1
30,22414,0.89,441,1162,0.29,0,0,1,0
21,13467,0.99,435,1202,0.3,0,1,0,0
33,14220,0.86,399,1292,0.08,1,0,0,0
18,37172,2.78,917,1682,0.74,0,0,1,1
49,10754,0.67,506,1118,0.32,0,0,1,0
21,18752,0.7,325,1058,0.34,1,0,0,0
35,48007,3.45,984,1828,0.71,1,0,0,1
30,32531,4.61,1125,2198,0.84,1,0,0,1
47,39640,4.39,923,2049,0.85,0,1,0,1
54,38511,4.58,965,1700,0.81,1,0,0,1
27,58577,4.41,957,2049,0.98,0,1,0,1
56,11763,0.92,524,1498,0.32,0,0,1,0
18,46514,2.0,1008,1727,0.96,1,0,0,1
20,32689,3.5,892,2364,0.85,0,1,0,1
48,11726,0.69,525,1145,0.4,0,1,0,0
59,37626,4.42,896,2191,0.8,1,0,0,1
41,24746,0.49,365,1194,0.48,0,0,1,0
30,14164,0.49,373,1473,0.04,1,0,0,0
27,10381,1.1,487,1211,0.03,1,0,0,0
45,44223,4.54,1120,2309,0.81,0,1,0,1
61,12798,1.24,367,1049,0.39,0,0,1,0
34,20398,1.01,433,1558,0.48,1,0,0,0
23,17301,0.17,481,1257,0.24,0,0,1,0
50,16897,1.46,383,1383,0.26,0,1,0,0
36,12215,1.18,439,1263,0.45,1,0,0,0
36,50924,2.96,1124,1712,0.84,1,0,0,1
29,38455,4.69,889,1858,0.93,0,1,0,1
29,11996,1.07,493,1354,0.01,0,1,0,0
22,10711,1.41,484,1327,0.27,0,0,1,0
48,13330,0.26,317,1577,0.06,0,1,0,0
45,19916,0.36,433,1353,0.36,0,0,1,0
64,44329,3.3,1076,2262,0.93,0,1,0,1
50,41544,3.54,1096,2108,0.94,0,1,0,1
43,13273,1.49,551,1219,0.27,1,0,0,0
36,37229,4.78,855,1896,0.81,0,1,0,1
37,18532,0.87,580,1033,0.18,0,0,1,0
19,33434,2.0,992,2113,0.8,0,1,0,1
39,34887,3.33,1179,1515,0.72,0,1,0,1
33,38659,3.87,936,1663,0.81,1,0,0,1
41,50536,3.27,1184,1832,0.97,1,0,0,1
29,31667,2.22,1098,1992,0.99,0,1,0,1
20,45290,3.95,1009,1683,0.75,1,0,0,1
47,24625,0.83,505,1238,0.42,0,0,1,0
59,37036,3.76,1141,2003,0.93,0,1,0,1
47,20420,0.67,394,1035,0.24,0,0,1,0
60,12051,1.25,462,1352,0.12,0,0,1,0
39,58158,2.88,1009,2441,0.71,0,0,1,1
59,33299,3.54,849,2076,0.95,0,1,0,1
30,23136,0.17,406,1410,0.34,0,0,1,0
38,23227,1.46,553,1359,0.39,0,1,0,0
24,20787,0.59,569,1030,0.41,1,0,0,0
59,16199,0.87,369,1239,0.32,0,1,0,0
55,12694,0.88,584,1454,0.5,0,0,1,0
35,32534,2.24,819,1725,0.85,1,0,0,1
37,48563,4.45,928,2400,1.0,0,1,0,1
18,58840,2.68,886,2262,0.8,1,0,0,1
51,41196,3.94,863,1666,0.91,0,1,0,1
54,49162,3.79,808,1630,0.95,0,0,1,1
34,10677,0.61,541,1237,0.22,1,0,0,0
59,19932,0.7,394,1431,0.46,0,0,1,0
48,55376,4.63,980,1782,0.91,1,0,0,1
55,52059,3.57,988,1879,0.89,0,1,0,1
40,30677,3.52,1113,2030,0.73,0,1,0,1
64,11369,0.35,378,1329,0.34,0,0,1,0
34,40292,4.64,949,2010,0.77,0,1,0,1
20,49645,4.72,1171,1908,0.92,0,0,1,1
61,59148,4.49,1042,2066,0.78,0,0,1,1
25,30486,3.65,894,2417,0.77,1,0,0,1
21,23507,0.34,505,1238,0.03,0,1,0,0
60,37634,4.61,915,2132,0.79,0,0,1,1
60,24464,0.35,514,1251,0.27,1,0,0,0
41,21291,0.67,441,1311,0.03,0,0,1,0
51,53823,3.97,1032,2294,0.94,1,0,0,1
20,23891,1.37,492,1298,0.41,0,1,0,0
53,36228,2.38,939,1893,0.91,0,0,1,1
59,15440,1.26,349,1543,0.39,1,0,0,0
33,43809,4.53,846,1725,0.95,0,0,1,1
48,45895,2.85,1055,2208,0.83,1,0,0,1
50,13056,0.69,393,1047,0.31,0,1,0,0
39,15269,0.22,497,1539,0.28,0,1,0,0
38,59303,4.39,1197,2281,0.73,0,0,1,1
48,32958,4.55,1150,2416,0.92,0,1,0,1
62,30117,2.84,836,1591,0.92,1,0,0,1
51,12653,0.18,318,1015,0.22,0,0,1,0
35,22891,0.28,311,1582,0.29,0,1,0,0
48,24172,0.48,356,1019,0.34,0,0,1,0
18,12445,0.73,398,1164,0.26,1,0,0,0
57,11632,1.31,371,1244,0.23,0,1,0,0
62,53340,4.02,923,1882,0.77,1,0,0,1
63,59743,3.23,871,2008,0.88,0,0,1,1
45,49840,2.16,803,1701,0.73,0,0,1,1
27,10938,0.24,391,1076,0.42,1,0,0,0
19,16322,1.5,513,1090,0.0,1,0,0,0
26,11313,0.39,592,1417,0.45,0,1,0,0
58,41486,2.22,933,1652,0.99,0,0,1,1
45,53345,4.67,1173,1648,0.7,0,1,0,1
19,55624,3.73,1116,1899,0.94,0,1,0,1
56,16278,1.22,439,1010,0.16,0,1,0,0
38,10549,1.17,341,1305,0.14,0,0,1,0
48,24741,0.71,335,1222,0.45,1,0,0,0
25,33184,2.29,896,1585,0.95,0,0,1,1
61,30193,2.69,849,2334,0.75,0,1,0,1
36,15723,0.71,329,1045,0.08,1,0,0,0
22,14478,0.27,539,1434,0.28,1,0,0,0
28,32549,2.45,808,2232,0.87,0,1,0,1
55,17313,0.39,438,1275,0.02,0,1,0,0
39,10546,0.33,524,1305,0.49,0,1,0,0
23,41258,2.5,912,2126,0.78,0,1,0,1
33,53623,4.23,914,1796,0.83,0,0,1,1
25,54284,2.87,1052,2312,0.88,1,0,0,1
42,44848,3.76,888,2250,0.81,0,0,1,1
34,36736,3.73,1192,1657,0.93,0,0,1,1
54,18830,0.35,544,1121,0.12,0,0,1,0
60,15725,1.42,420,1304,0.5,0,0,1,0
54,17392,0.36,566,1254,0.32,0,0,1,0
23,22153,0.72,350,1003,0.43,0,1,0,0
39,17754,1.0,309,1050,0.16,0,0,1,0
49,16499,1.32,453,1572,0.11,0,1,0,0
21,14164,1.04,453,1139,0.09,0,1,0,0
19,14165,0.6,332,1521,0.48,1,0,0,0
29,37122,4.38,850,1615,0.76,0,1,0,1
37,59502,2.18,938,1528,0.73,0,1,0,1
30,31946,3.78,903,1616,0.75,0,1,0,1
46,49327,4.6,1165,1706,0.96,0,0,1,1
37,19269,0.98,499,1584,0.36,1,0,0,0
33,41793,3.81,1043,1823,0.97,0,1,0,1
50,14321,0.71,457,1558,0.37,0,0,1,0
34,45974,4.93,1014,2374,0.95,0,0,1,1
63,30704,4.56,955,2333,0.95,0,1,0,1
22,11016,0.18,566,1329,0.42,0,1,0,0
34,13736,0.95,562,1029,0.45,0,0,1,0
40,22987,0.71,481,1228,0.12,0,1,0,0
44,54343,4.43,1087,1783,0.77,1,0,0,1
33,10233,1.29,350,1445,0.45,0,1,0,0
46,21245,1.4,506,1263,0.25,0,0,1,0
58,54582,2.91,856,2061,0.71,0,0,1,1
64,35057,4.74,830,2275,0.81,0,1,0,1
59,47803,2.16,1162,2130,0.79,1,0,0,1
55,11225,0.53,595,1258,0.42,0,0,1,0
45,23824,1.06,434,1220,0.14,1,0,0,0
48,13206,1.31,475,1321,0.0,0,0,1,0
33,46355,4.07,924,2140,0.84,1,0,0,1
40,18244,0.18,599,1425,0.1,0,0,1,0
42,17313,0.51,365,1040,0.44,0,0,1,0
39,33601,2.92,847,1684,0.99,1,0,0,1
47,54771,4.71,935,1558,0.92,0,0,1,1
39,20469,0.4,501,1192,0.28,0,1,0,0
46,18640,0.69,411,1153,0.42,1,0,0,0
58,10344,0.52,366,1308,0.09,0,1,0,0
62,15923,0.48,581,1510,0.31,0,1,0,0
36,55424,2.37,1006,2422,0.85,1,0,0,1
64,18365,1.26,581,1239,0.06,0,1,0,0
30,32596,2.61,1029,1993,0.75,0,1,0,1
28,13243,1.38,484,1158,0.02,0,0,1,0
43,48709,4.15,988,1820,0.71,0,0,1,1
61,14174,1.16,422,1244,0.44,1,0,0,0
20,10070,0.38,318,1023,0.33,0,1,0,0
43,10892,0.55,598,1512,0.28,0,1,0,0
64,45664,4.59,944,2100,0.78,0,0,1,1
24,37704,2.41,1029,1643,1.0,0,0,1,1
23,53852,2.47,1163,1503,0.75,1,0,0,1
20,11504,0.12,490,1476,0.49,1,0,0,0
51,33325,4.28,1079,1726,0.7,1,0,0,1
58,42410,2.1,1028,2041,0.9,0,1,0,1
41,54451,4.22,886,2429,0.88,0,0,1,1
48,50808,3.52,1197,1787,0.75,0,0,1,1
26,22128,1.15,325,1527,0.01,0,1,0,0
35,19286,0.17,394,1072,0.41,1,0,0,0
36,14325,0.92,327,1060,0.26,0,0,1,0
44,52436,2.26,914,1707,0.75,1,0,0,1
19,12135,0.36,329,1296,0.04,0,0,1,0
54,10412,0.26,486,1121,0.19,0,0,1,0
61,20638,0.18,472,1597,0.22,0,1,0,0
43,12010,0.33,443,1310,0.12,0,1,0,0
23,41365,5.0,915,1577,0.72,0,1,0,1
37,17316,1.22,466,1517,0.44,1,0,0,0
23,14707,0.61,307,1155,0.08,0,0,1,0
31,53527,3.64,993,2346,0.82,0,1,0,1
24,37008,2.17,1137,2238,0.8,0,0,1,1
55,11182,0.38,445,1198,0.18,1,0,0,0
36,24194,0.58,575,1022,0.07,1,0,0,0
58,14474,0.13,397,1084,0.13,1,0,0,0
38,13130,0.78,323,1294,0.26,0,1,0,0
41,59614,2.06,1123,1913,0.99,0,1,0,1
33,23072,1.26,378,1123,0.38,0,0,1,0
41,39564,4.2,1094,1686,0.79,1,0,0,1
52,24885,0.92,526,1018,0.47,0,0,1,0
41,18753,0.84,596,1079,0.43,0,0,1,0
61,53140,3.78,812,1620,0.87,0,0,1,1
53,21092,1.25,368,1204,0.41,0,1,0,0
45,51183,2.22,919,2271,0.96,0,1,0,1
36,24127,0.87,322,1067,0.39,0,1,0,0
32,40633,4.42,965,2245,0.97,0,1,0,1
49,14152,0.56,308,1151,0.06,1,0,0,0
46,48830,4.17,898,1546,0.93,0,0,1,1
43,23931,0.3,466,1374,0.02,0,0,1,0
28,51426,3.87,1118,1575,0.78,1,0,0,1
25,17945,0.7,421,1037,0.33,0,0,1,0
49,13820,1.47,467,1353,0.28,0,1,0,0
53,51043,2.76,899,1936,0.77,1,0,0,1
38,10141,0.12,569,1342,0.23,0,0,1,0
35,44627,4.72,836,2154,0.93,0,0,1,1
58,21299,0.45,403,1560,0.29,0,0,1,0
64,23917,1.01,346,1524,0.35,1,0,0,0
23,22182,0.69,351,1353,0.45,0,0,1,0
43,39107,2.74,1147,2345,0.94,1,0,0,1
43,24210,1.22,336,1098,0.03,0,1,0,0
55,49895,2.41,1080,1669,0.84,0,1,0,1
43,54864,2.59,1099,2235,0.87,1,0,0,1
18,34959,3.17,1178,2460,0.98,0,1,0,1
45,10022,0.61,465,1140,0.45,0,1,0,0
41,40201,3.44,1196,2462,0.85,1,0,0,1
53,22788,0.51,412,1495,0.12,0,0,1,0
19,59424,2.44,907,2333,0.74,1,0,0,1
61,13384,1.33,542,1098,0.27,1,0,0,0
28,18186,0.51,548,1553,0.09,1,0,0,0
60,51063,3.27,1089,1688,0.83,0,0,1,1
22,56577,4.81,1037,1769,0.85,0,1,0,1
47,51051,2.03,1091,2236,0.97,0,0,1,1
37,23646,0.16,386,1385,0.14,0,0,1,0
51,23976,0.19,523,1583,0.05,0,0,1,0
20,48293,4.0,1134,2341,0.89,0,0,1,1
21,43461,4.45,887,1822,0.73,1,0,0,1
52,12009,0.49,565,1390,0.26,0,0,1,0
55,17853,1.14,306,1288,0.14,0,1,0,0
62,14425,0.91,303,1418,0.09,0,1,0,0
63,11798,0.98,450,1236,0.34,0,1,0,0
27,14706,0.46,309,1471,0.08,1,0,0,0
55,18202,0.97,591,1312,0.17,0,0,1,0
53,12348,0.88,486,1040,0.45,1,0,0,0
25,52974,3.8,997,2060,0.71,1,0,0,1
48,16835,1.12,583,1416,0.14,1,0,0,0
58,47343,2.36,909,1598,0.78,1,0,0,1
36,21635,1.35,384,1002,0.46,0,0,1,0
49,57282,2.86,934,2448,0.72,0,1,0,1
