age,income,land_area,rainfall_last_year,market_price,upi_usage_score,crop_type_rice,crop_type_sugarcane,crop_type_wheat,Loan_Eligible
62,29660,4.33,1143,2105,0.09,0,0,1,1
31,22195,0.62,971,2334,0.81,1,0,0,1
34,52240,3.03,1196,1490,0.41,0,1,0,1
29,39077,0.66,867,2399,0.65,0,0,1,1
46,30324,2.31,771,2481,0.35,0,1,0,1
49,44780,0.8,780,1423,0.36,0,0,1,1
41,54605,2.45,900,1236,0.26,1,0,0,1
30,57346,1.89,991,1631,0.14,0,1,0,1
37,37179,4.55,933,1698,0.01,0,0,1,1
32,53016,4.42,939,1175,0.12,1,0,0,1
21,50536,1.84,928,1178,0.26,1,0,0,1
51,20261,3.23,928,1937,0.44,0,0,1,1
45,43025,1.7,728,2057,0.36,1,0,0,1
19,51993,1.92,1129,2233,0.03,1,0,0,1
64,21874,0.85,646,2036,0.02,0,1,0,1
47,30055,4.17,1189,1645,0.26,0,1,0,1
43,34753,0.65,720,1638,0.79,0,0,1,1
64,42663,1.84,1156,1603,0.37,0,1,0,1
43,59899,1.73,657,2028,0.06,0,0,1,1
37,29886,2.88,929,1210,0.84,1,0,0,1
59,45501,1.61,1104,1347,0.51,0,0,1,1
45,30169,2.14,1172,1156,0.26,1,0,0,1
37,50037,1.81,510,2032,0.14,0,0,1,1
28,51587,1.11,1178,2063,0.85,0,1,0,1
27,31195,1.92,604,2051,0.96,1,0,0,1
40,26571,3.89,545,1803,0.47,0,0,1,1
54,50470,4.47,514,1259,0.81,0,1,0,1
58,17752,1.9,534,1200,0.13,1,0,0,1
36,43597,1.29,784,1927,0.42,0,0,1,1
62,15251,4.96,525,1389,0.22,1,0,0,1
35,28140,3.6,1087,1462,0.83,1,0,0,1
44,20552,3.96,957,1135,0.57,1,0,0,1
23,29779,1.6,871,2368,0.76,0,0,1,1
27,32849,2.44,690,1571,0.82,0,1,0,1
19,25869,3.46,899,2407,0.82,0,1,0,1
41,59194,1.54,1118,2306,0.28,1,0,0,1
55,50879,1.63,451,2175,0.6,1,0,0,1
45,25785,4.71,721,1323,0.29,1,0,0,1
45,57086,0.9,421,1686,0.77,0,1,0,1
62,43291,3.42,857,1630,0.67,1,0,0,1
56,46954,2.77,645,1026,0.36,0,0,1,1
19,14533,3.69,724,1169,0.15,0,1,0,1
63,42206,1.68,821,1060,0.03,0,1,0,1
22,17018,0.53,491,1658,0.77,1,0,0,1
28,24626,0.54,680,1355,0.99,0,1,0,1
27,42167,4.55,1022,1183,0.43,0,0,1,1
60,29380,4.13,849,2042,0.81,0,0,1,1
19,54883,3.54,672,1619,0.6,1,0,0,1
32,38036,1.11,1011,1452,0.37,0,1,0,1
56,50604,3.05,813,1118,0.85,0,1,0,1
58,59497,1.85,1159,1664,0.09,0,1,0,1
54,51994,1.36,614,1165,0.22,1,0,0,1
24,40331,1.59,498,2387,0.42,1,0,0,1
37,14715,1.5,539,1817,0.04,0,0,1,1
51,57239,3.41,719,1410,0.04,0,0,1,1
52,35772,3.06,745,1135,0.21,0,1,0,1
51,20606,1.24,732,1256,0.58,0,1,0,1
39,36433,3.2,717,1595,0.93,0,1,0,1
48,13261,1.82,473,1008,0.85,0,0,1,1
40,12742,2.43,863,1821,0.24,1,0,0,1
36,23914,1.34,613,2415,0.29,0,1,0,1
21,13493,1.98,539,2353,0.51,0,0,1,1
41,40675,4.4,1061,2406,0.95,0,1,0,1
37,48877,2.09,580,1112,0.42,0,0,1,1
56,40222,4.15,821,1051,0.82,0,0,1,1
45,53808,1.04,1086,1136,0.66,0,0,1,1
56,16922,1.64,473,1202,0.13,0,1,0,1
34,30391,3.24,903,2473,0.02,1,0,0,1
36,28263,0.93,1052,1124,0.09,1,0,0,1
52,25950,2.37,740,2081,0.6,0,0,1,1
49,10900,3.88,716,2159,0.59,0,0,1,1
64,58584,1.09,620,1039,0.04,0,0,1,1
63,29674,0.53,1100,2197,0.8,0,1,0,1
64,50681,4.24,904,1438,0.09,0,1,0,1
63,49875,1.11,551,1821,0.49,0,1,0,1
56,24756,3.29,723,2006,0.23,0,0,1,1
52,58242,3.32,529,1116,0.86,0,0,1,1
47,56092,4.28,590,2291,0.86,0,1,0,1
34,30628,2.54,861,2418,0.28,1,0,0,1
59,45082,2.12,513,2302,0.71,1,0,0,1
64,25819,4.88,513,2075,0.28,1,0,0,1
46,34589,0.7,602,1346,0.8,1,0,0,1
23,44041,3.38,702,1213,0.76,0,1,0,1
34,26803,3.66,532,1062,0.23,1,0,0,1
34,48284,0.98,568,1536,0.55,0,0,1,1
31,26058,1.73,563,1445,0.72,0,0,1,1
41,55636,1.23,1014,2372,0.14,0,0,1,1
54,48164,2.03,900,1290,0.0,0,1,0,1
57,34520,4.8,981,1547,0.19,0,1,0,1
56,46192,2.55,882,1059,0.49,1,0,0,1
49,13179,3.14,498,1119,0.75,1,0,0,1
53,45766,3.87,971,1214,0.27,0,0,1,1
54,17248,1.84,533,1557,0.28,0,0,1,1
31,23146,4.16,529,2026,0.39,1,0,0,1
44,40144,4.98,959,2270,0.75,0,0,1,1
36,40744,2.94,709,1034,0.63,0,0,1,1
48,45608,3.35,545,1844,0.1,1,0,0,1
63,10605,1.82,575,1283,0.14,0,0,1,1
26,11327,1.17,458,2312,0.98,0,0,1,1
55,44778,3.29,870,2286,0.75,1,0,0,1
34,31840,1.58,491,1874,0.94,1,0,0,1
36,25746,2.5,806,2243,0.44,0,0,1,1
61,14938,2.74,933,1715,0.17,1,0,0,1
21,58304,0.56,486,2139,0.44,1,0,0,1
28,22192,2.31,831,2076,0.89,0,0,1,1
39,42302,2.25,739,2132,0.78,0,1,0,1
21,14936,1.44,1018,2309,0.78,0,1,0,1
34,36112,0.65,831,1054,0.13,0,1,0,1
25,10581,1.15,482,2009,0.0,1,0,0,1
63,17393,4.29,1107,1247,0.46,1,0,0,1
51,44436,1.21,576,2306,0.39,1,0,0,1
28,26898,3.99,618,1430,0.58,0,1,0,1
48,33396,1.35,591,1971,0.94,1,0,0,1
28,40439,2.91,986,2324,0.32,1,0,0,1
55,44245,3.13,1070,2477,0.28,0,1,0,1
38,46618,3.76,708,1229,0.16,1,0,0,1
63,44634,0.93,897,1803,0.16,1,0,0,1
47,11319,3.24,896,1388,0.56,0,0,1,1
27,14197,3.43,884,2132,0.46,0,1,0,1
43,13135,4.73,883,1848,0.38,0,0,1,1
44,45539,2.07,723,1161,0.71,1,0,0,1
25,45289,3.31,700,1772,0.92,1,0,0,1
56,32841,4.05,1013,1802,0.41,1,0,0,1
25,53234,4.23,845,2079,0.11,1,0,0,1
25,34295,1.85,911,1455,0.44,0,0,1,1
51,20495,2.0,1016,1404,0.88,0,1,0,1
33,22524,4.05,628,2139,0.79,1,0,0,1
58,14585,3.12,1034,1294,0.34,0,0,1,1
30,12712,0.91,442,2369,0.9,0,1,0,1
40,15405,1.8,1053,1560,0.74,1,0,0,1
29,35112,3.45,925,1502,0.39,0,0,1,1
44,38681,2.24,658,1304,0.38,1,0,0,1
39,34940,3.35,558,1843,0.29,0,1,0,1
49,40008,4.91,1003,2053,0.13,0,0,1,1
44,14770,4.45,1182,1259,0.26,1,0,0,1
19,12330,1.55,457,1683,0.52,0,1,0,1
62,40971,1.02,632,2349,0.02,0,0,1,1
50,58067,3.7,1075,1564,0.58,0,1,0,1
43,46859,0.64,1102,2315,0.34,0,1,0,1
45,32077,2.17,960,2022,0.65,1,0,0,1
36,10412,1.28,571,2315,0.79,1,0,0,1
60,26738,0.55,1175,2049,0.79,0,0,1,1
22,12196,4.06,548,1991,0.75,0,1,0,1
50,51128,4.25,658,1917,0.77,0,0,1,1
37,49326,1.52,640,2057,0.25,0,1,0,1
47,15023,2.58,502,1867,0.25,1,0,0,1
62,47891,3.38,1176,1342,0.72,0,1,0,1
25,57181,2.2,560,1568,0.21,0,0,1,1
55,53602,4.35,745,1547,0.78,0,1,0,1
34,27455,3.11,471,2326,0.29,1,0,0,1
61,17036,2.06,1016,1346,0.9,0,0,1,1
18,53271,4.18,1185,1678,0.96,0,0,1,1
20,41364,1.19,632,1004,0.93,1,0,0,1
63,55767,0.99,517,1242,0.25,0,1,0,1
43,16320,4.81,831,2048,0.5,1,0,0,1
48,24021,3.75,1045,2068,0.04,0,0,1,1
25,20850,4.42,1036,2212,0.01,0,1,0,1
60,38980,4.78,570,2156,0.66,1,0,0,1
63,21134,3.26,723,2146,0.82,1,0,0,1
25,28547,2.48,1001,1420,0.23,1,0,0,1
52,53579,4.9,1189,2111,0.41,0,1,0,1
56,47309,3.21,405,1300,0.85,0,1,0,1
45,44250,4.94,1084,1225,0.14,1,0,0,1
21,13468,1.63,924,2193,0.85,0,0,1,1
33,22120,4.54,812,1802,0.12,1,0,0,1
30,44610,2.58,730,1143,0.67,0,0,1,1
37,58630,1.53,709,1586,0.2,1,0,0,1
22,15410,3.97,622,1264,0.94,1,0,0,1
54,19305,1.08,778,1415,0.96,0,1,0,1
37,26754,4.86,1193,2037,0.12,0,1,0,1
41,23907,4.93,653,1091,0.47,0,1,0,1
53,19446,4.21,1101,1024,0.27,0,0,1,1
51,52346,1.61,641,1407,0.87,0,0,1,1
62,23483,2.8,611,1028,0.38,0,1,0,1
51,55355,3.14,437,1640,0.78,0,0,1,1
36,21397,3.74,656,2000,0.8,0,0,1,1
34,24992,1.78,461,1642,0.15,0,1,0,1
22,11911,4.72,1096,1377,0.8,0,1,0,1
42,20842,4.35,1037,1263,0.06,0,1,0,1
35,21560,1.82,775,1590,0.42,1,0,0,1
25,15610,2.2,1019,1365,0.89,0,0,1,1
44,25826,0.58,568,1095,0.17,1,0,0,1
32,47865,4.52,780,1416,0.48,0,1,0,1
62,36335,4.47,993,2301,0.89,0,0,1,1
30,16634,1.49,1029,1268,0.27,0,0,1,1
33,34726,4.84,1078,2299,0.87,0,0,1,1
39,24504,4.83,481,2448,0.46,1,0,0,1
37,52014,2.49,536,1851,0.08,1,0,0,1
30,55455,1.02,775,1881,0.47,0,0,1,1
37,46474,4.14,903,2481,0.02,0,0,1,1
19,10898,2.55,715,1800,0.93,0,1,0,1
52,13151,0.55,779,2294,0.67,0,1,0,1
64,26369,4.29,576,1524,0.98,1,0,0,1
36,27266,4.31,638,2157,0.86,0,1,0,1
62,35231,1.7,1021,2142,0.08,0,0,1,1
54,20308,3.11,875,2238,0.61,1,0,0,1
23,19435,4.46,1001,1862,0.17,1,0,0,1
31,52514,3.17,1009,1073,0.66,0,0,1,1
21,33128,1.05,868,2414,0.8,0,0,1,1
39,10594,1.49,989,1307,0.8,0,0,1,1
56,48205,3.11,471,1156,0.91,1,0,0,1
53,38930,1.79,1058,1833,0.57,0,0,1,1
51,54807,2.02,983,2323,0.4,0,1,0,1
44,33257,4.92,494,1344,0.18,0,0,1,1
24,52398,1.67,832,1969,0.39,0,1,0,1
20,20002,2.38,617,1356,0.43,1,0,0,1
64,40326,2.49,692,1404,0.11,1,0,0,1
50,51680,1.55,474,2336,0.07,1,0,0,1
19,55376,3.89,458,1638,0.59,1,0,0,1
59,10820,2.29,964,1917,0.37,0,1,0,1
33,36380,1.9,803,1415,0.18,1,0,0,1
42,19786,3.99,513,1396,0.17,0,0,1,1
32,37832,4.22,426,1243,0.59,1,0,0,1
41,38586,2.74,904,2421,0.86,1,0,0,1
32,42779,4.28,1118,2065,0.79,1,0,0,1
48,32625,4.93,1147,1907,0.32,0,0,1,1
31,10407,2.45,1128,1098,0.7,1,0,0,1
31,52376,1.3,812,2423,0.46,0,0,1,1
23,32191,3.9,1052,2380,0.5,0,1,0,1
31,30547,3.92,945,2316,0.98,1,0,0,1
34,13736,3.75,1030,2479,0.51,0,0,1,1
35,54899,1.6,466,2471,0.8,1,0,0,1
37,29222,3.16,1122,2454,0.58,0,1,0,1
34,56438,1.99,867,1911,0.37,0,0,1,1
33,25677,4.52,541,2381,0.94,0,0,1,1
57,14796,1.28,956,2099,0.8,1,0,0,1
56,32647,3.37,463,1076,0.94,0,0,1,1
49,29306,4.19,1196,1113,0.4,0,1,0,1
61,54041,0.95,1089,2216,0.4,1,0,0,1
26,20483,4.34,798,1463,0.85,1,0,0,1
44,42068,2.81,1157,1779,0.68,0,1,0,1
63,13387,4.51,1012,1408,0.66,0,0,1,1
50,30316,4.25,1119,1397,0.88,0,1,0,1
27,13904,0.5,571,2217,0.1,0,1,0,1
34,27877,4.2,1167,1318,0.48,1,0,0,1
53,22088,1.91,813,2296,0.93,1,0,0,1
34,17790,2.47,750,1543,0.78,1,0,0,1
35,15334,3.66,558,2423,0.81,1,0,0,1
40,10473,2.02,699,2301,0.3,0,1,0,1
51,49437,2.98,914,1742,0.97,0,1,0,1
25,33331,1.6,670,2158,0.18,1,0,0,1
30,50190,3.06,401,2063,0.91,1,0,0,1
40,44047,3.89,607,2432,0.01,0,0,1,1
37,27227,3.22,800,1903,0.1,0,0,1,1
39,48735,4.01,441,1410,0.75,0,0,1,1
64,59038,3.96,946,1230,0.86,1,0,0,1
40,18135,1.79,412,2439,0.62,0,1,0,1
58,48059,0.76,730,1822,0.29,0,1,0,1
52,47709,1.71,830,2399,0.4,0,0,1,1
20,39046,4.11,1164,1253,0.54,0,0,1,1
51,21723,3.06,1140,1678,0.89,0,0,1,1
50,26958,4.85,800,1282,0.24,0,0,1,1
63,34855,0.6,1139,1563,0.64,1,0,0,1
34,59919,4.22,487,1187,0.58,1,0,0,1
62,29969,2.16,1037,2349,0.61,1,0,0,1
36,49811,4.65,1028,1883,0.73,0,1,0,1
47,35179,4.57,460,1051,0.2,0,0,1,1
40,58488,4.73,885,1492,0.61,1,0,0,1
32,49335,2.5,528,1013,0.81,0,1,0,1
31,37142,4.4,642,2402,0.98,1,0,0,1
19,44284,1.45,1075,1798,0.92,1,0,0,1
56,56539,3.99,1150,2143,0.94,0,0,1,1
35,22715,1.45,1018,2178,0.69,1,0,0,1
23,36102,1.5,495,2481,0.39,1,0,0,1
49,52450,4.62,986,2183,0.85,0,0,1,1
38,15571,3.42,842,2151,0.58,1,0,0,1
57,24465,4.29,471,1539,0.14,1,0,0,1
45,48359,3.64,723,1310,0.61,0,0,1,1
44,15370,0.73,931,1614,0.09,0,1,0,1
19,36824,1.22,1090,2397,0.95,0,0,1,1
50,29578,2.93,681,1609,0.23,0,0,1,1
33,19734,1.68,1031,2475,0.22,0,1,0,1
56,38700,2.51,999,1264,0.93,1,0,0,1
39,27890,1.49,554,2223,0.45,0,1,0,1
60,57935,4.58,886,2071,0.43,0,0,1,1
64,36263,3.29,482,1422,0.72,1,0,0,1
30,49168,4.41,893,2010,0.64,0,1,0,1
19,12419,2.91,1164,1796,0.57,1,0,0,1
31,19645,4.56,1178,2343,0.8,0,0,1,1
55,42481,3.08,597,2107,0.64,0,1,0,1
58,11322,0.9,586,2087,0.97,0,0,1,1
45,23193,2.6,1154,1749,0.15,0,1,0,1
24,45406,3.87,491,2017,0.2,0,1,0,1
35,12634,2.3,458,1890,0.32,0,0,1,1
58,27383,4.44,872,1646,0.77,0,0,1,1
53,58032,0.82,589,2404,0.3,0,1,0,1
58,32972,2.57,914,2476,0.29,0,1,0,1
53,32495,2.37,855,1533,0.31,1,0,0,1
61,32565,3.24,1127,1071,0.24,0,1,0,1
21,53762,0.94,1078,2112,0.62,0,0,1,1
47,46660,4.23,1028,2209,0.29,0,0,1,1
41,34118,1.86,540,1629,0.85,1,0,0,1
37,21280,4.35,658,1348,0.19,1,0,0,1
63,49853,0.57,619,1811,0.09,1,0,0,1
48,49523,2.24,431,1256,0.01,1,0,0,1
41,49297,1.67,954,1395,0.67,1,0,0,1
24,51455,2.55,954,2121,0.48,1,0,0,1
43,43267,1.56,539,2343,0.1,0,1,0,1
30,57713,0.7,983,1448,0.25,0,0,1,1
25,23450,1.61,869,1875,0.49,0,0,1,1
22,22877,1.91,867,2120,0.21,0,1,0,1
61,24089,4.87,737,2315,0.91,0,1,0,1
30,20518,1.8,946,1746,0.57,1,0,0,1
46,47207,0.93,644,1003,0.2,0,1,0,1
37,39739,2.49,605,1102,0.75,1,0,0,1
31,26074,4.56,894,2235,0.69,0,0,1,1
49,29702,3.36,641,1942,0.78,1,0,0,1
44,24184,2.43,1050,2200,0.21,1,0,0,1
42,27307,4.64,1073,1076,0.86,0,0,1,1
21,46807,2.27,428,1336,0.26,0,0,1,1
38,42629,4.5,1136,1906,0.18,0,1,0,1
35,25396,2.83,994,2181,0.49,1,0,0,1
56,11022,4.42,642,2266,0.88,0,1,0,1
32,31055,3.74,956,2410,0.43,0,0,1,1
55,12350,3.46,902,2252,0.28,0,0,1,1
41,30974,4.51,628,2220,0.01,0,0,1,1
25,58125,4.98,439,2251,0.16,1,0,0,1
45,40529,4.55,1151,1413,0.05,1,0,0,1
38,43324,1.05,601,1758,0.86,0,1,0,1
33,30537,1.39,993,1247,0.78,0,0,1,1
33,39760,4.88,586,2224,0.35,0,0,1,1
52,52365,2.39,817,1905,0.51,0,0,1,1
34,37624,1.38,927,1223,0.29,0,0,1,1
26,41043,1.11,796,1710,0.96,0,1,0,1
52,57343,0.7,837,2208,0.62,1,0,0,1
46,51583,2.05,1023,1002,0.54,1,0,0,1
56,15378,0.51,775,1173,0.57,1,0,0,1
35,13673,1.8,1138,1094,0.52,1,0,0,1
29,42597,3.25,750,1343,0.09,1,0,0,1
36,51225,0.77,962,1917,0.14,0,0,1,1
39,53814,1.35,679,1322,0.13,0,1,0,1
32,56656,4.48,964,1871,0.6,0,0,1,1
18,17536,1.7,1148,1024,0.59,1,0,0,1
19,28745,2.75,1035,1440,0.67,0,1,0,1
25,17411,0.87,473,1948,0.63,1,0,0,1
39,50228,3.24,1067,1533,0.99,0,1,0,1
42,46735,2.72,437,1225,0.24,0,1,0,1
19,32305,3.32,1058,2148,0.51,0,1,0,1
26,51865,2.01,448,1786,1.0,0,0,1,1
26,41013,1.97,1162,1539,0.64,1,0,0,1
30,16651,3.54,883,1665,0.08,0,1,0,1
23,33113,2.22,847,1462,0.83,1,0,0,1
47,25327,4.2,954,1652,0.21,0,1,0,1
32,18220,3.32,659,2329,0.86,1,0,0,1
32,19905,3.11,591,1257,0.68,1,0,0,1
24,56400,1.72,621,2417,0.15,1,0,0,1
28,52347,1.72,727,2333,0.67,1,0,0,1
57,50184,3.43,1004,1683,0.79,1,0,0,1
55,24589,2.69,830,2125,0.46,0,0,1,1
57,45587,3.08,776,1836,0.69,1,0,0,1
19,38768,3.56,567,2005,0.07,0,0,1,1
56,18941,2.49,603,1480,0.82,0,1,0,1
27,23975,1.88,1074,1759,0.17,1,0,0,1
61,51640,3.08,630,1202,0.73,1,0,0,1
34,14617,2.97,894,1657,0.05,0,1,0,1
24,45371,0.52,847,1460,0.71,1,0,0,1
57,57803,2.75,505,2296,0.89,1,0,0,1
56,11177,3.96,735,1436,0.81,1,0,0,1
21,54171,3.23,429,1144,0.44,0,0,1,1
52,53027,0.66,992,2366,0.6,0,1,0,1
64,29937,4.68,926,2102,0.27,1,0,0,1
53,51250,4.05,997,1023,0.34,1,0,0,1
48,38012,1.57,711,2048,0.21,0,1,0,1
42,26597,2.86,671,2422,0.66,1,0,0,1
58,24910,1.02,1143,2315,0.92,0,0,1,1
30,35232,2.04,445,2121,0.07,0,1,0,1
35,11871,0.69,690,1040,0.97,0,0,1,1
38,57702,3.05,913,1717,0.74,1,0,0,1
18,53940,0.86,631,1614,0.86,0,0,1,1
53,55297,4.54,1182,1588,0.12,0,0,1,1
25,59886,2.29,602,1728,0.91,0,1,0,1
38,57246,4.38,668,1798,0.32,0,0,1,1
60,20124,2.7,1185,1602,0.83,0,1,0,1
38,43749,1.28,802,2427,0.2,0,0,1,1
44,53912,1.67,707,1690,0.17,1,0,0,1
36,59613,2.99,847,1412,0.94,0,1,0,1
40,46980,1.01,1008,1889,0.69,1,0,0,1
60,27990,1.31,973,2039,0.05,0,1,0,1
52,54387,4.65,439,1980,0.31,1,0,0,1
57,37670,1.32,452,1122,0.41,1,0,0,1
59,45624,2.96,827,1858,0.47,1,0,0,1
22,56070,2.73,1066,1614,0.17,0,1,0,1
58,15208,0.5,732,2490,0.03,0,0,1,1
25,12902,3.42,565,1136,0.57,0,0,1,1
28,13530,3.56,629,1961,0.79,1,0,0,1
33,58927,1.35,1112,1361,0.05,0,1,0,1
56,39556,2.59,1147,1015,0.92,0,1,0,1
64,32208,4.64,1036,1878,0.66,0,0,1,1
41,48891,4.97,1048,1762,0.52,0,0,1,1
38,42731,4.51,868,2110,0.0,0,0,1,1
40,12022,0.82,757,1657,0.52,1,0,0,1
55,11855,4.8,565,2246,0.82,0,1,0,1
64,22872,4.69,694,1412,0.75,0,0,1,1
25,52461,1.96,604,1079,0.44,0,1,0,1
24,24658,2.27,1149,1682,0.99,0,1,0,1
19,22138,2.3,530,2357,0.59,0,1,0,1
47,52462,4.08,539,1436,0.92,0,1,0,1
30,32196,4.84,1108,1483,0.77,0,0,1,1
40,29977,1.8,1159,1838,0.37,0,0,1,1
46,47938,4.94,1047,1962,0.94,1,0,0,1
55,56751,4.96,1171,2423,0.75,0,1,0,1
54,46032,2.71,939,2089,0.06,1,0,0,1
37,41277,4.18,1153,1588,0.94,0,1,0,1
50,12759,2.37,752,1964,0.63,0,0,1,1
46,10102,3.81,986,1585,0.86,1,0,0,1
32,44441,2.84,739,1689,0.29,0,0,1,1
40,51298,3.74,623,2034,0.16,0,0,1,1
59,21453,0.92,862,1548,0.3,0,0,1,1
20,21380,1.12,1099,2359,0.67,1,0,0,1
54,53078,1.23,628,2132,0.31,0,0,1,1
46,45784,4.59,793,2028,0.2,1,0,0,1
62,39493,3.54,1041,2335,0.79,1,0,0,1
25,31471,2.75,662,1596,0.77,1,0,0,1
39,34274,0.85,432,1264,0.85,1,0,0,1
46,52918,2.99,1014,2392,0.28,1,0,0,1
19,15916,1.29,759,1245,0.02,0,1,0,1
58,33823,1.58,710,1987,0.96,0,0,1,1
62,46070,4.86,695,1475,0.16,0,0,1,1
18,11963,3.77,420,1636,0.67,0,0,1,1
61,13522,0.98,676,1419,0.63,1,0,0,1
37,32288,4.05,1104,1696,0.28,0,0,1,1
38,58848,3.27,839,1020,0.71,0,1,0,1
54,42739,1.88,571,1303,0.39,0,0,1,1
25,21359,2.38,467,1796,0.42,0,0,1,1
44,42246,1.89,1115,1460,0.2,1,0,0,1
64,53303,3.29,686,2331,0.46,0,0,1,1
52,29103,2.28,979,1073,0.2,0,1,0,1
23,40122,2.18,575,1484,0.14,1,0,0,1
62,47861,4.48,926,2267,0.18,1,0,0,1
61,42204,0.98,1052,1785,0.4,0,0,1,1
36,33470,2.76,486,1571,0.51,1,0,0,1
35,40779,2.0,647,1197,0.17,0,0,1,1
18,48923,0.58,891,1302,0.37,0,0,1,1
42,14693,1.57,552,2249,0.6,0,0,1,1
44,28036,2.7,524,2226,0.68,1,0,0,1
24,37705,3.38,678,1912,0.52,1,0,0,1
61,53797,4.14,682,2291,0.95,0,0,1,1
59,44495,4.26,1088,1841,0.41,0,0,1,1
46,28761,3.59,1038,1896,0.71,0,0,1,1
48,25755,2.75,785,1179,0.02,0,1,0,1
61,12403,2.61,739,1561,0.23,1,0,0,1
60,30955,4.46,848,1532,0.7,0,1,0,1
53,21031,4.54,808,1541,0.47,1,0,0,1
36,34539,1.29,765,1279,0.9,0,1,0,1
23,29911,2.49,469,1484,0.49,0,1,0,1
42,51491,4.1,608,1183,0.04,0,1,0,1
48,18726,3.41,1137,1508,0.89,0,0,1,1
26,28874,2.06,1002,2216,0.06,0,1,0,1
37,27762,2.42,952,2041,0.85,1,0,0,1
27,54576,4.83,1004,1190,0.49,1,0,0,1
54,59197,3.98,797,1891,0.66,0,1,0,1
44,37682,3.25,462,2435,0.35,0,1,0,1
30,26405,4.93,1026,1422,0.16,0,0,1,1
58,56113,4.01,618,2460,0.55,0,1,0,1
19,28532,1.48,982,1648,0.61,0,1,0,1
38,35061,1.61,437,1767,1.0,1,0,0,1
50,58281,3.96,479,1833,0.57,1,0,0,1
41,29496,0.82,1022,2117,0.59,0,1,0,1
61,59508,4.92,821,1812,0.42,1,0,0,1
59,19841,3.65,481,1666,0.72,0,0,1,1
51,11488,1.18,1045,2451,0.84,0,0,1,1
26,30478,4.8,1038,2066,0.39,0,1,0,1
19,55127,4.75,908,1370,0.47,0,1,0,1
47,46422,0.58,794,2146,0.06,1,0,0,1
39,23421,2.04,877,1891,0.23,1,0,0,1
63,28026,0.93,551,1609,0.95,0,0,1,1
28,43532,1.13,546,1571,0.9,0,0,1,1
60,53079,3.88,880,1440,0.85,1,0,0,1
34,44528,1.45,786,1128,0.74,1,0,0,1
53,20885,1.64,901,1034,0.65,1,0,0,1
30,42813,0.81,1159,2170,0.81,1,0,0,1
24,52575,3.03,715,2314,0.94,0,0,1,1
33,46109,2.44,862,1232,0.28,0,1,0,1
50,50993,4.28,820,1441,0.25,1,0,0,1
62,29383,4.68,999,2389,0.29,1,0,0,1
18,40265,1.1,651,1081,0.14,1,0,0,1
28,20209,4.04,440,1351,0.37,0,0,1,1
23,32744,0.64,933,1863,0.98,0,1,0,1
37,46693,3.87,648,2343,0.44,0,1,0,1
52,42450,1.8,828,1262,1.0,0,1,0,1
61,41336,3.82,806,1975,0.59,0,1,0,1
54,44686,4.36,846,1247,0.25,0,1,0,1
58,25825,3.95,480,1320,0.98,0,0,1,1
43,36039,1.41,948,1172,0.62,1,0,0,1
29,43036,1.86,949,1935,0.14,0,0,1,1
47,57229,2.16,767,1222,0.96,0,1,0,1
45,34148,1.74,754,2158,0.99,1,0,0,1
44,12908,2.54,1111,1227,0.92,0,1,0,1
59,42968,2.93,614,1671,0.63,0,1,0,1
36,49527,1.11,1036,1453,0.17,0,0,1,1
22,48741,0.58,1024,1584,0.89,1,0,0,1
22,43836,2.29,911,2043,0.94,0,1,0,1
58,48558,4.52,974,2398,0.75,0,1,0,1
44,27861,4.19,630,1960,0.55,0,0,1,1
45,59709,4.6,954,2050,0.32,0,1,0,1
43,49547,3.13,956,1769,0.32,1,0,0,1
44,39574,3.76,772,1612,0.59,1,0,0,1
59,20282,3.43,582,2239,0.33,0,0,1,1
38,14946,2.66,822,1703,0.55,0,1,0,1
18,40062,1.56,904,1047,0.79,1,0,0,1
45,50723,0.91,927,1198,0.59,0,1,0,1
32,21660,3.93,1155,1147,0.78,1,0,0,1
34,12990,4.39,665,2464,0.2,1,0,0,1
43,53988,1.83,788,1394,0.22,0,0,1,1
37,32756,3.92,931,1880,0.47,0,1,0,1
42,52208,4.37,473,1623,0.83,1,0,0,1
30,23295,4.74,933,1504,0.43,0,1,0,1
50,43173,1.26,813,2062,0.97,0,1,0,1
42,54346,1.8,841,1418,0.43,1,0,0,1
25,56282,2.41,497,1636,0.79,1,0,0,1
22,58014,0.99,475,1110,0.33,0,0,1,1
23,48190,1.45,1063,1805,0.2,1,0,0,1
40,25953,0.72,1089,2380,0.91,1,0,0,1
47,55934,3.77,1158,2010,0.75,0,1,0,1
31,32881,3.04,654,2471,0.92,1,0,0,1
40,44204,3.17,483,2307,0.53,0,1,0,1
28,15160,3.95,523,2326,0.25,0,1,0,1
48,22496,0.87,848,2484,0.12,0,0,1,1
23,59425,0.99,842,1677,0.94,0,1,0,1
28,18287,0.61,493,1259,0.84,0,1,0,1
30,55065,1.15,769,1638,0.39,1,0,0,1
29,50883,2.49,1008,1723,0.49,1,0,0,1
19,40067,1.37,902,1360,0.5,0,0,1,1
52,47530,3.89,935,1689,0.86,0,1,0,1
53,29704,2.96,945,2461,0.81,0,1,0,1
34,56676,4.5,600,2274,0.28,1,0,0,1
45,56108,2.99,753,1061,0.9,0,0,1,1
45,12499,4.12,649,1760,0.19,1,0,0,1
39,44995,4.44,1137,1928,0.34,1,0,0,1
55,57318,3.74,896,1571,0.56,1,0,0,1
